2nd_flr_pres,age_sold,alley_grvl,bedroom_abvgr,big_house,bldg_type,bsmt_cond,bsmt_exposure,bsmt_full_bath,bsmt_qual,bsmt_unf_sf,bsmtfin_type_1,central_air,condition,electrical,enclosed_porch,exter_qual,exterior_1st,exterior_2nd,fence,fireplace_qu,fireplaces,foundation,full_bath,functional,garage_area,garage_finish,garage_qual,garage_type,gr_liv_area,half_bath,heating,heating_qc,house_style,id,kitchen_abvgr,kitchen_qual,land_contour,land_slope,lot_area,lot_config,lot_frontage,lot_shape,mas_vnr_area,mas_vnr_type,ms_subclass,ms_zoning,neighborhood,open_porch_sf,overall_cond,overall_qual,paved_drive,pool_pres,roof_style,sale_type,saleprice,screen_porch,total_bsmt_sf,wood_deck_sf
0,54.0,0,3,0.0,1Fam,3,0,0.0,3,486.0,3,Y,Norm,0.0,0,2,MetalSd,MetalSd,0,3,1,CBlock,2,3,649.0,1,3,Detchd,1630,0,GasA,2,1Story,2076,1,2,Lvl,flat,22692,Inside,66.93023255813954,IR1,0.0,None,20,RL,Edwards,64,5,5,1,0,Gable,COD,130000,0,1073.0,0
1,81.0,1,3,0.0,1Fam,4,0,0.0,3,712.0,2,Y,Norm,0.0,234,2,Wd Sdng,Wd Sdng,0,4,1,BrkTil,1,0,546.0,1,2,Detchd,1641,1,GasA,4,2Story,2641,1,4,Lvl,flat,9600,Inside,60.0,Reg,0.0,None,70,RM,OldTown,0,7,7,2,0,Gable,WD ,178000,0,728.0,0
1,13.0,0,3,0.0,1Fam,3,0,0.0,4,137.0,6,Y,Norm,0.0,0,2,VinylSd,VinylSd,1,3,1,PConc,2,0,482.0,3,3,Attchd,1629,1,GasA,3,2Story,5,1,2,Lvl,flat,13830,Inside,74.0,IR1,0.0,None,60,RL,Gilbert,34,5,5,2,0,Gable,WD ,189900,0,928.0,212
0,6.0,0,1,0.0,TwnhsE,3,2,1.0,4,163.0,6,Y,Norm,0.0,0,3,VinylSd,VinylSd,0,0,0,PConc,1,0,420.0,3,3,Attchd,848,0,GasA,4,1Story,878,1,3,Lvl,flat,4435,Inside,70.75324675324676,Reg,170.0,BrkFace,120,RM,CollgCr,0,5,6,2,0,Gable,WD ,144000,0,848.0,140
0,78.0,0,2,0.0,1Fam,3,2,0.0,3,278.0,5,Y,Norm,0.0,96,3,Wd Sdng,Wd Sdng,0,0,0,BrkTil,1,0,432.0,1,3,Detchd,816,0,GasA,4,1Story,1548,1,2,Lvl,flat,5890,Corner,62.07936507936508,Reg,0.0,None,30,RM,IDOTRR,0,8,6,2,0,Gable,WD ,120500,0,816.0,0
0,15.0,0,3,0.0,1Fam,3,0,0.0,4,1097.0,1,Y,Norm,0.0,0,2,VinylSd,VinylSd,0,0,0,PConc,1,0,672.0,1,3,Attchd,1097,1,GasA,4,1Story,841,1,2,Lvl,flat,10859,Corner,112.0,Reg,0.0,None,20,RL,CollgCr,64,5,5,2,0,Gable,WD ,145000,0,1097.0,392
0,7.0,0,2,0.0,TwnhsE,3,2,1.0,4,298.0,6,Y,Norm,0.0,0,3,CemntBd,CmentBd,0,0,0,PConc,2,0,499.0,2,3,Attchd,1652,0,GasA,4,1Story,1621,1,4,Lvl,flat,5330,Inside,41.0,Reg,0.0,None,120,RL,StoneBr,48,5,8,2,0,Gable,WD ,251000,0,1494.0,96
0,42.0,0,4,0.0,Duplex,3,0,0.0,3,1768.0,1,N,Norm,0.0,0,2,HdBoard,HdBoard,0,0,0,CBlock,2,0,0.0,0,0,None,1768,0,GasA,2,1Story,218,2,2,Lvl,flat,10778,Inside,72.0,Reg,0.0,None,90,RL,Sawyer,0,5,4,2,0,Hip,WD ,136500,0,1768.0,0
0,53.0,0,2,0.0,Duplex,0,0,0.0,0,0.0,0,N,Norm,2.0,0,2,WdShing,Wd Shng,0,0,0,Slab,2,0,0.0,0,0,None,1152,0,GasA,2,1Story,1504,2,2,Lvl,flat,6845,Inside,74.0,Reg,58.0,BrkCmn,90,RL,Edwards,0,5,4,0,0,Gable,WD ,82500,0,0.0,0
0,99.0,0,1,0.0,1Fam,0,0,0.0,0,0.0,0,N,Norm,1.0,0,1,Wd Sdng,Wd Sdng,0,0,0,CBlock,1,1,280.0,1,3,Detchd,810,0,GasA,2,1Story,946,1,2,Lvl,flat,21780,Inside,109.0,Reg,0.0,None,30,I (all),IDOTRR,24,4,2,0,0,Gable,ConLD,57625,0,0.0,119
0,2.0,0,2,0.0,TwnhsE,3,0,1.0,4,474.0,6,Y,Norm,0.0,0,3,VinylSd,VinylSd,0,4,1,PConc,2,0,484.0,2,3,Attchd,1358,0,GasA,4,1Story,455,1,3,Lvl,flat,10307,Inside,80.0,IR1,176.0,Stone,120,RL,NridgHt,26,5,7,2,0,Gable,WD ,212500,0,1350.0,192
0,8.0,0,2,0.0,Twnhs,3,0,1.0,5,319.0,6,Y,Norm,0.0,0,2,VinylSd,VinylSd,0,0,0,PConc,2,0,402.0,1,3,Attchd,1216,0,GasA,4,1Story,2906,1,2,Lvl,flat,4500,FR2,32.0,Reg,116.0,BrkFace,120,RM,Mitchel,125,5,6,2,0,Hip,WD ,164000,0,1216.0,0
1,49.0,0,4,0.0,1Fam,3,0,0.0,3,967.0,1,Y,Norm,0.0,0,2,MetalSd,MetalSd,0,0,0,CBlock,2,0,384.0,1,3,Detchd,1638,0,GasA,3,1.5Fin,2878,1,3,Lvl,flat,9060,Inside,75.0,Reg,327.0,BrkFace,50,RM,IDOTRR,21,5,6,2,0,Gable,WD ,139000,0,967.0,0
1,9.0,0,2,0.0,Twnhs,3,0,1.0,4,90.0,4,Y,Norm,0.0,0,3,MetalSd,MetalSd,0,0,0,PConc,2,0,462.0,1,3,Detchd,1252,1,GasA,4,2Story,1173,1,3,Lvl,flat,2160,Inside,24.0,Reg,212.0,BrkFace,160,FV,Somerst,48,5,7,2,0,Gable,WD ,160000,0,600.0,0
0,17.0,0,2,0.0,1Fam,3,2,1.0,4,0.0,6,Y,Norm,0.0,0,2,HdBoard,Wd Shng,3,2,1,PConc,1,0,698.0,1,3,Detchd,883,0,GasA,2,SFoyer,985,1,2,Lvl,flat,7669,Inside,70.0,Reg,0.0,None,85,RL,Mitchel,32,6,5,2,0,Gable,WD ,149000,0,828.0,100
0,41.0,0,3,0.0,1Fam,3,0,1.0,3,354.0,4,Y,Norm,0.0,0,2,HdBoard,HdBoard,2,0,0,CBlock,1,0,288.0,2,3,Attchd,874,0,GasA,2,1Story,975,1,2,Lvl,flat,9858,Inside,62.0,Reg,0.0,None,20,RL,Mitchel,0,6,5,2,0,Gable,WD ,130000,0,864.0,33
1,89.0,0,3,0.0,1Fam,3,0,0.0,3,576.0,1,Y,RRn,0.0,64,2,Stucco,Stucco,3,0,0,BrkTil,2,0,480.0,1,3,Detchd,1710,0,GasA,3,2Story,202,1,2,Bnk,flat,10300,Inside,50.0,IR1,0.0,None,70,RM,OldTown,11,6,7,2,0,Gable,WD ,140000,0,576.0,12
0,1.0,0,3,0.0,1Fam,3,0,0.0,4,1836.0,1,Y,Norm,0.0,0,3,VinylSd,VinylSd,0,4,1,PConc,2,0,517.0,3,3,Attchd,1836,0,GasA,4,1Story,528,1,3,Lvl,flat,8125,Corner,65.0,Reg,288.0,BrkFace,20,FV,Somerst,175,5,8,2,0,Hip,New,264500,0,1836.0,0
0,49.0,0,2,0.0,1Fam,3,0,1.0,3,197.0,3,Y,Norm,1.0,0,2,Wd Sdng,Wd Sdng,1,3,1,CBlock,1,0,299.0,3,3,Attchd,1092,0,GasA,2,1Story,2579,1,2,Lvl,flat,14850,Inside,69.0,IR1,0.0,None,20,RL,NAmes,0,5,5,2,0,Gable,WD ,141000,122,1092.0,268
0,1.0,0,1,0.0,TwnhsE,3,0,1.0,4,135.0,6,Y,Norm,0.0,0,3,VinylSd,VinylSd,0,0,0,PConc,1,0,569.0,3,3,Attchd,1241,1,GasA,4,1Story,1841,1,3,Lvl,flat,4274,Inside,35.0,IR1,0.0,None,120,FV,Somerst,116,5,7,2,0,Gable,New,199900,0,1241.0,0
0,32.0,0,2,0.0,1Fam,3,0,0.0,4,664.0,5,Y,Norm,0.0,0,2,Plywood,Plywood,0,3,1,CBlock,2,0,630.0,2,3,Attchd,1334,0,GasA,2,1Story,591,1,2,Lvl,flat,9650,Inside,80.0,Reg,360.0,BrkFace,20,RL,NWAmes,16,5,6,2,0,Gable,WD ,167900,0,1350.0,0
0,47.0,0,3,0.0,1Fam,3,0,0.0,3,331.0,4,Y,Norm,0.0,0,2,Wd Sdng,Wd Sdng,0,4,2,CBlock,1,0,572.0,1,3,Attchd,1429,0,GasA,4,1Story,1897,1,3,Lvl,flat,14585,CulDSac,75.19245283018869,IR1,85.0,BrkFace,20,RL,NAmes,110,6,6,2,0,Gable,WD ,181900,0,1144.0,216
0,2.0,0,3,0.0,1Fam,3,2,1.0,4,488.0,6,Y,Norm,0.0,0,3,VinylSd,VinylSd,0,0,0,PConc,2,0,750.0,2,3,Attchd,1566,0,GasA,4,1Story,70,1,3,Lvl,flat,9000,Inside,75.0,Reg,36.0,Stone,20,FV,Somerst,168,5,8,2,0,Gable,WD ,262500,0,1566.0,144
1,32.0,0,4,0.0,1Fam,3,0,0.0,4,476.0,6,Y,Norm,0.0,0,2,HdBoard,HdBoard,0,3,2,PConc,1,0,520.0,2,3,Attchd,2288,2,GasA,4,2Story,590,1,3,Lvl,flat,13774,Inside,80.96551724137932,IR1,283.0,BrkFace,60,RL,NWAmes,72,7,7,2,0,Hip,WD ,230000,156,908.0,321
0,9.0,0,2,0.0,TwnhsE,3,2,1.0,5,460.0,6,Y,Norm,0.0,0,3,MetalSd,MetalSd,0,3,1,PConc,2,0,506.0,3,3,Attchd,1709,0,GasA,4,1Story,1172,1,3,Lvl,flat,5119,CulDSac,50.0,IR1,60.0,BrkFace,120,FV,Somerst,65,5,9,2,0,Gable,CWD,328900,0,1698.0,97
0,2.0,0,3,0.0,1Fam,3,0,1.0,4,1602.0,6,Y,Norm,0.0,0,3,VinylSd,VinylSd,0,0,0,PConc,2,0,554.0,2,3,Attchd,1721,0,GasA,4,1Story,1714,1,3,Lvl,flat,9254,Inside,71.0,IR1,210.0,BrkFace,20,RL,NridgHt,27,5,8,2,0,Gable,WD ,232698,0,1721.0,168
0,1.0,0,2,0.0,1Fam,3,2,1.0,4,382.0,6,Y,Norm,0.0,0,3,VinylSd,VinylSd,0,0,0,PConc,2,0,810.0,2,3,Attchd,1254,0,GasA,4,1Story,829,1,3,Lvl,flat,10324,Corner,95.0,IR1,140.0,BrkFace,20,RL,CollgCr,92,5,8,2,0,Gable,WD ,221800,0,1254.0,168
1,67.0,0,2,0.0,1Fam,3,0,1.0,3,240.0,5,Y,Norm,0.0,0,2,Wd Sdng,Wd Sdng,1,0,0,BrkTil,1,1,627.0,1,3,2Types,1350,1,GasA,3,1.5Fin,1397,1,3,Lvl,flat,8375,Corner,63.0,Reg,0.0,None,50,RL,Sawyer,0,7,5,0,0,Gable,WD ,152400,0,576.0,0
0,9.0,0,3,0.0,1Fam,3,0,0.0,4,1630.0,1,Y,Norm,0.0,0,3,VinylSd,VinylSd,0,3,1,PConc,2,0,451.0,1,3,Attchd,1630,0,GasA,4,1Story,877,1,3,Lvl,flat,9750,Inside,75.0,Reg,171.0,BrkFace,20,RL,CollgCr,234,5,7,2,0,Gable,WD ,213000,0,1630.0,74
1,1.0,0,3,0.0,1Fam,3,0,0.0,4,784.0,1,Y,Norm,0.0,0,3,VinylSd,VinylSd,0,0,0,PConc,2,0,449.0,2,3,Attchd,1585,1,GasA,4,2Story,2477,1,3,Lvl,flat,7632,Inside,74.0,IR1,96.0,BrkFace,60,RL,SawyerW,77,5,7,2,0,Gable,WD ,184900,0,784.0,100
0,53.0,0,2,0.0,2fmCon,3,1,1.0,3,324.0,4,Y,Norm,0.0,0,2,MetalSd,MetalSd,0,4,2,CBlock,1,0,375.0,1,3,Attchd,1336,0,GasA,2,1Story,2871,1,2,Lvl,flat,15750,Corner,90.0,Reg,56.0,BrkFace,190,RL,Crawfor,0,5,5,2,0,Hip,WD ,157000,0,1165.0,0
0,44.0,0,2,0.0,1Fam,3,0,0.0,3,252.0,4,Y,Norm,0.0,0,2,HdBoard,HdBoard,1,3,1,CBlock,1,1,576.0,1,3,Detchd,1211,0,GasA,3,1Story,2489,1,2,Lvl,flat,9240,Inside,72.77464788732394,IR1,0.0,None,20,RL,Sawyer,0,6,5,2,0,Hip,WD ,144000,0,864.0,161
0,28.0,0,2,0.0,1Fam,3,0,1.0,4,356.0,6,Y,Norm,0.0,0,2,MetalSd,MetalSd,0,3,1,CBlock,2,0,478.0,2,3,Attchd,1353,0,GasA,4,1Story,1655,1,2,Lvl,flat,10400,Inside,80.0,Reg,253.0,BrkFace,20,RL,NWAmes,141,5,6,2,0,Gable,WD ,192350,0,1259.0,240
0,41.0,0,3,0.0,1Fam,3,0,0.0,3,520.0,4,Y,Norm,0.0,0,2,HdBoard,Plywood,1,3,1,CBlock,2,0,440.0,2,3,Attchd,1200,0,GasA,4,1Story,1891,1,2,Lvl,flat,8800,Inside,80.0,Reg,202.0,BrkFace,20,RL,NAmes,0,6,7,2,0,Hip,CWD,163500,0,1174.0,0
1,18.0,0,4,0.0,1Fam,3,0,1.0,4,390.0,6,Y,Norm,0.0,0,2,HdBoard,HdBoard,0,5,1,PConc,2,0,514.0,1,3,Attchd,2329,1,GasA,4,2Story,1419,1,3,Lvl,flat,11839,Inside,86.0,Reg,99.0,BrkFace,60,RL,SawyerW,121,5,7,2,0,Hip,WD ,262280,0,1475.0,192
0,6.0,0,3,0.0,1Fam,3,2,1.0,4,726.0,6,Y,Norm,0.0,0,3,VinylSd,VinylSd,0,0,0,PConc,2,0,532.0,2,3,Attchd,1536,0,GasA,4,1Story,1473,1,3,Lvl,flat,9135,Inside,70.0,Reg,113.0,BrkFace,20,RL,CollgCr,74,5,7,2,0,Gable,WD ,214000,0,1536.0,192
0,50.0,0,2,0.0,1Fam,3,0,0.0,3,230.0,5,Y,Norm,0.0,280,2,Stone,Stone,0,4,1,PConc,1,0,470.0,3,3,Attchd,1811,0,GasA,4,1Story,2868,1,4,Lvl,flat,14115,Inside,90.0,IR1,0.0,None,20,RL,Crawfor,0,7,6,2,0,Gable,WD ,230000,0,1073.0,0
1,1.0,0,3,0.0,1Fam,4,0,0.0,5,1063.0,1,Y,Norm,0.0,0,3,VinylSd,VinylSd,0,4,1,PConc,2,0,947.0,2,3,Attchd,2172,1,GasA,4,2Story,1695,1,3,Lvl,flat,14154,Corner,109.0,Reg,350.0,BrkFace,60,RL,NridgHt,62,5,7,2,0,Gable,New,280000,0,1063.0,192
0,50.0,0,3,0.0,1Fam,3,0,1.0,3,106.0,6,Y,Norm,1.0,0,2,MetalSd,MetalSd,0,0,0,CBlock,1,0,720.0,1,3,Detchd,1073,0,GasA,3,1Story,2244,1,2,Lvl,flat,6565,Corner,65.0,Reg,0.0,None,20,C (all),IDOTRR,444,6,4,2,0,Gable,WD ,140000,0,1073.0,0
1,44.0,0,4,0.0,1Fam,3,0,0.0,3,756.0,1,Y,Pos,0.0,216,2,MetalSd,MetalSd,0,3,1,CBlock,1,0,442.0,1,3,Attchd,1839,1,GasA,2,2Story,169,1,2,Lvl,flat,7700,Inside,70.0,Reg,351.0,BrkFace,60,RL,NAmes,124,5,6,2,0,Gable,WD ,155000,0,756.0,0
0,88.0,0,2,0.0,1Fam,2,0,0.0,3,1020.0,1,N,Norm,3.0,105,1,Wd Sdng,Wd Sdng,0,0,0,BrkTil,1,0,0.0,0,0,None,1020,0,GasA,1,1.5Unf,2670,1,1,Lvl,flat,4761,Corner,63.0,Reg,0.0,None,50,C (all),IDOTRR,0,3,3,0,0,Gable,ConLD,64500,0,1020.0,0
1,17.0,0,3,0.0,1Fam,3,0,0.0,4,86.0,6,Y,Norm,0.0,0,3,VinylSd,VinylSd,0,4,1,PConc,2,0,1017.0,2,3,2Types,1802,1,GasA,4,2Story,247,1,3,Lvl,flat,12361,CulDSac,87.0,IR1,85.0,BrkFace,60,RL,SawyerW,92,7,6,2,0,Gable,WD ,218000,0,946.0,450
0,30.0,0,3,0.0,1Fam,5,2,0.0,3,240.0,5,Y,Norm,0.0,0,2,Plywood,VinylSd,1,2,1,CBlock,2,0,576.0,1,3,Detchd,1009,0,GasA,2,SLvl,2137,1,2,Lvl,flat,9720,Inside,72.0,Reg,51.0,BrkFace,80,RL,CollgCr,0,7,5,2,0,Gable,WD ,160000,0,995.0,0
0,0.0,0,3,0.0,1Fam,3,0,0.0,4,1314.0,6,Y,Norm,0.0,0,3,VinylSd,VinylSd,0,0,0,PConc,2,0,598.0,2,3,Attchd,1338,0,GasA,4,1Story,1794,1,3,Lvl,flat,8640,Inside,72.0,Reg,0.0,None,20,FV,Somerst,141,5,8,2,0,Gable,New,208900,0,1338.0,0
0,49.0,0,5,0.0,1Fam,0,0,0.0,0,0.0,0,Y,Norm,0.0,0,2,Plywood,Plywood,0,4,2,Slab,3,0,624.0,1,3,Attchd,3820,1,GasA,2,1Story,1498,1,4,Lvl,flat,47007,Inside,123.0,IR1,0.0,None,20,RL,Edwards,372,7,5,2,0,Gable,WD ,284700,0,0.0,0
1,1.0,0,2,0.0,TwnhsE,3,0,0.0,4,689.0,1,Y,Norm,0.0,0,3,VinylSd,VinylSd,0,0,0,PConc,2,0,540.0,1,3,Detchd,1392,0,GasA,4,2Story,1164,1,3,Lvl,flat,3180,Inside,30.0,Reg,0.0,None,160,FV,Somerst,102,5,7,2,0,Gable,WD ,146000,0,689.0,0
0,12.0,0,1,0.0,TwnhsE,3,0,1.0,4,474.0,6,Y,Norm,0.0,0,3,BrkFace,BrkFace,0,4,2,PConc,1,0,500.0,3,3,Attchd,1288,1,GasA,4,1Story,1179,1,4,Lvl,flat,14963,Inside,38.0,IR2,0.0,None,120,RL,Veenker,30,5,8,2,0,Gable,WD ,245500,224,1260.0,120
0,82.0,0,3,0.0,1Fam,3,0,0.0,3,992.0,1,Y,Norm,0.0,101,2,MetalSd,MetalSd,0,0,0,BrkTil,1,0,160.0,1,2,Detchd,1013,0,GasA,4,1.5Unf,1340,1,2,Bnk,sloped,5000,Inside,50.0,Reg,0.0,None,45,RM,BrkSide,0,7,6,2,0,Gable,WD ,113000,0,992.0,0
0,5.0,0,3,0.0,1Fam,3,3,1.0,5,251.0,6,Y,Norm,0.0,0,3,VinylSd,VinylSd,0,4,2,PConc,2,0,932.0,3,3,Attchd,1782,0,GasA,4,1Story,436,1,3,Lvl,flat,16870,FR3,129.0,IR1,238.0,BrkFace,20,RL,NridgHt,82,5,8,2,0,Hip,WD ,296000,0,1782.0,99
0,2.0,0,3,0.0,1Fam,3,3,1.0,5,673.0,6,Y,Norm,0.0,0,3,VinylSd,VinylSd,0,4,1,PConc,2,0,676.0,3,3,Attchd,1922,0,GasA,4,1Story,1636,1,3,HLS,flat,14157,Corner,86.0,IR1,200.0,Stone,20,RL,StoneBr,51,5,9,2,0,Hip,WD ,377426,0,1922.0,178
0,3.0,0,3,0.0,1Fam,3,3,1.0,5,528.0,6,Y,Norm,0.0,0,4,CemntBd,CmentBd,0,4,1,PConc,2,0,786.0,3,3,Attchd,1718,0,GasA,4,1Story,421,1,4,Lvl,flat,12456,FR2,96.0,Reg,230.0,Stone,20,RL,NridgHt,48,5,10,2,0,Hip,WD ,337500,0,1700.0,216
0,5.0,0,2,0.0,1Fam,3,3,1.0,5,346.0,6,Y,Norm,0.0,0,4,CemntBd,CmentBd,0,5,1,PConc,2,0,949.0,3,3,Attchd,2492,1,GasA,4,1Story,457,1,4,HLS,sloped,14836,Inside,100.0,IR1,730.0,Stone,20,RL,NridgHt,235,5,10,2,0,Hip,WD ,552000,0,2492.0,226
1,58.0,0,3,0.0,1Fam,3,1,0.0,2,624.0,1,Y,Norm,0.0,0,2,VinylSd,VinylSd,0,0,0,CBlock,1,0,265.0,1,3,Attchd,936,0,GasA,4,1.5Fin,2834,1,2,Lvl,flat,6956,Inside,56.0,Reg,0.0,None,50,RL,Edwards,0,7,4,2,0,Gable,WD ,97900,0,624.0,0
0,0.0,0,2,0.0,1Fam,3,0,0.0,4,1191.0,6,Y,Norm,0.0,0,3,VinylSd,VinylSd,0,0,0,PConc,2,0,676.0,3,3,Attchd,1218,0,GasA,4,1Story,517,1,3,Lvl,flat,7862,Inside,75.0,IR1,0.0,None,20,FV,Somerst,102,5,6,2,0,Gable,New,208300,0,1218.0,0
1,12.0,0,3,0.0,1Fam,3,1,0.0,4,910.0,1,Y,Norm,0.0,0,2,VinylSd,VinylSd,0,3,1,PConc,2,0,816.0,1,3,Attchd,1820,1,GasA,4,2Story,1566,1,3,Lvl,flat,11050,Inside,75.47692307692307,Reg,0.0,None,60,RL,Mitchel,32,5,7,2,0,Gable,WD ,213000,0,910.0,318
1,10.0,0,3,0.0,1Fam,3,2,0.0,4,880.0,1,Y,Norm,0.0,0,2,VinylSd,VinylSd,0,0,0,PConc,2,0,527.0,3,3,Attchd,1724,1,GasA,4,2Story,1439,1,3,Lvl,flat,8924,CulDSac,57.0,IR1,0.0,None,60,RL,CollgCr,155,5,7,2,0,Gable,WD ,188000,0,880.0,120
0,48.0,0,3,0.0,1Fam,3,0,0.0,3,918.0,3,Y,Feedr,1.0,0,2,Wd Sdng,Wd Sdng,0,3,1,CBlock,1,0,488.0,2,3,Attchd,1336,1,GasA,4,1Story,2577,1,2,Lvl,flat,9610,Corner,75.19245283018869,IR1,632.0,BrkFace,20,RL,NAmes,0,6,6,2,0,Hip,WD ,162000,0,1121.0,80
1,57.0,0,4,0.0,1Fam,3,0,0.0,3,490.0,4,Y,Norm,1.0,0,2,Wd Sdng,Wd Sdng,1,0,0,CBlock,1,0,282.0,1,3,Attchd,1558,1,GasA,2,1.5Fin,2241,1,2,Lvl,flat,13710,Inside,75.0,Reg,0.0,None,50,RM,IDOTRR,0,5,5,2,0,Gable,WD ,152000,0,910.0,289
1,6.0,0,3,0.0,1Fam,3,0,0.0,4,769.0,6,Y,Norm,0.0,0,3,VinylSd,VinylSd,2,4,1,PConc,2,0,678.0,2,3,Attchd,1947,1,GasA,4,2Story,71,1,3,Lvl,flat,12552,Corner,100.0,Reg,0.0,None,60,FV,Somerst,136,5,7,2,0,Gable,WD ,254900,0,991.0,0
1,14.0,0,3,0.0,1Fam,3,2,0.0,4,295.0,6,Y,Norm,0.0,0,3,VinylSd,VinylSd,0,0,0,PConc,2,0,483.0,2,3,Attchd,1657,1,GasA,4,2Story,1143,1,3,Lvl,flat,14565,CulDSac,43.0,IR2,145.0,BrkFace,60,RL,SawyerW,74,5,7,2,0,Gable,WD ,189000,0,832.0,144
0,30.0,0,3,0.0,1Fam,3,0,1.0,4,656.0,6,Y,Norm,0.0,0,3,Plywood,Plywood,0,2,2,CBlock,2,0,550.0,3,3,Attchd,2064,0,GasA,2,1Story,1021,1,3,Lvl,flat,18559,CulDSac,56.0,IR1,383.0,BrkFace,20,RL,NWAmes,0,5,7,2,0,Hip,WD ,235000,0,2048.0,200
0,58.0,0,3,0.0,2fmCon,3,0,1.0,3,124.0,5,N,Norm,0.0,0,2,MetalSd,MetalSd,0,0,0,CBlock,1,0,240.0,1,3,Detchd,1164,0,GasW,2,1Story,1416,1,2,Lvl,flat,10880,Inside,68.0,Reg,0.0,None,190,RL,Edwards,48,5,5,2,0,Gable,ConLD,125000,0,1164.0,0
0,35.0,0,2,0.0,Twnhs,3,0,0.0,4,836.0,1,Y,Norm,0.0,0,2,Plywood,Brk Cmn,0,0,0,CBlock,1,0,308.0,1,3,Attchd,836,0,GasA,4,1Story,35,1,2,Lvl,flat,2280,FR2,24.0,Reg,0.0,None,120,RL,NPkVill,30,6,7,2,0,Gable,WD ,120000,0,836.0,0
0,55.0,0,3,0.0,1Fam,0,0,0.0,0,0.0,0,Y,Artery,1.0,135,2,CBlock,VinylSd,0,0,0,CBlock,1,3,270.0,1,2,Attchd,1600,1,GasA,2,1Story,2904,1,2,Lvl,flat,31250,Inside,125.0,Reg,0.0,None,20,A (agr),Mitchel,0,3,1,0,0,Gable,WD ,81500,0,0.0,0
0,17.0,0,3,0.0,Duplex,3,2,1.0,4,0.0,6,Y,Norm,0.0,0,2,HdBoard,HdBoard,0,0,0,CBlock,1,0,0.0,0,0,None,816,0,GasA,2,SFoyer,2174,1,2,Lvl,flat,11841,Inside,81.0,Reg,104.0,BrkFace,90,RL,Edwards,32,5,6,2,0,Gable,WD ,118500,0,816.0,0
0,0.0,0,2,0.0,1Fam,3,1,1.0,5,645.0,6,Y,Norm,0.0,0,4,CemntBd,CmentBd,0,4,1,PConc,2,0,478.0,3,3,Attchd,1766,1,GasA,4,1Story,522,1,4,Lvl,flat,9187,Inside,85.0,Reg,162.0,Stone,20,FV,Somerst,130,5,9,2,0,Gable,New,370878,0,1766.0,195
1,58.0,0,4,0.0,Duplex,3,0,0.0,3,717.0,4,N,Norm,1.0,0,2,MetalSd,MetalSd,0,0,0,CBlock,2,0,871.0,1,3,2Types,2002,0,GasA,2,2Story,2211,2,2,HLS,flat,6270,Inside,82.0,Reg,0.0,None,90,RH,Crawfor,0,6,5,2,0,Gable,WD ,145000,0,1001.0,0
1,69.0,0,3,0.0,1Fam,3,0,0.0,3,457.0,4,Y,Norm,0.0,150,3,VinylSd,VinylSd,0,3,2,CBlock,1,0,431.0,1,3,Attchd,1954,1,GasA,4,1.5Fin,1539,1,3,Lvl,flat,15660,Corner,69.27272727272727,IR1,312.0,BrkFace,50,RL,Crawfor,119,9,7,2,0,Gable,WD ,311500,0,798.0,0
0,0.0,0,2,0.0,TwnhsE,3,2,1.0,4,767.0,6,Y,Norm,0.0,0,3,VinylSd,VinylSd,0,4,1,PConc,2,0,437.0,3,3,Attchd,1364,0,GasA,4,1Story,2420,1,3,Lvl,flat,3087,Inside,43.0,Reg,14.0,BrkFace,120,RL,Blmngtn,16,5,7,2,0,Gable,New,210250,0,1220.0,100
1,4.0,0,3,0.0,1Fam,3,0,1.0,4,216.0,6,Y,Norm,0.0,0,3,VinylSd,VinylSd,0,0,0,PConc,2,0,492.0,2,3,BuiltIn,1861,1,GasA,4,2Story,2779,1,3,Lvl,flat,13450,Corner,95.0,IR1,0.0,None,60,RL,CollgCr,91,5,7,2,0,Gable,WD ,200000,0,916.0,146
1,32.0,0,4,0.0,Duplex,0,0,0.0,0,0.0,0,Y,Norm,0.0,0,2,Plywood,Plywood,0,0,0,CBlock,2,0,539.0,1,3,Attchd,1734,0,GasA,2,1.5Fin,953,2,3,Lvl,flat,10125,Inside,75.0,Reg,0.0,None,90,RL,Mitchel,0,5,5,2,0,Gable,COD,126000,0,0.0,0
1,109.0,0,2,0.0,1Fam,3,0,0.0,2,405.0,1,Y,Norm,0.0,168,3,MetalSd,MetalSd,0,0,0,BrkTil,1,0,281.0,1,3,Detchd,1039,0,GasA,3,2Story,658,1,2,Lvl,flat,8146,Corner,80.0,Reg,0.0,None,70,RL,OldTown,0,8,4,0,0,Gable,WD ,114000,111,405.0,0
1,99.0,0,3,0.0,1Fam,3,0,0.0,2,677.0,1,Y,Norm,0.0,160,3,VinylSd,VinylSd,0,0,0,BrkTil,2,0,720.0,1,3,Detchd,1510,0,GasA,2,2Story,714,1,3,Lvl,flat,9600,Inside,60.0,Reg,0.0,None,70,RM,OldTown,0,4,4,0,0,Gable,WD ,87500,0,677.0,0
1,2.0,0,4,0.0,1Fam,3,1,1.0,5,163.0,6,Y,Norm,0.0,0,3,VinylSd,VinylSd,0,4,1,PConc,3,0,729.0,3,3,BuiltIn,2541,1,GasA,4,2Story,1637,1,4,Lvl,flat,12328,Inside,98.0,IR1,146.0,Stone,60,RL,StoneBr,32,5,8,2,0,Hip,WD ,349265,0,1149.0,120
